land_type_code,dryness_index,ndvi_p90,ndvi_p50,ndvi_p10,swir_b12,swir_b11,avg_frp,max_frp,activity_ratio,frp_trend,frp_early_avg,frp_early_max,frp_early_trend,persistence_days,dist_refinery_km,dist_power_km,dist_steel_km,dist_mining_km,dist_flare_km,dist_oilgas_km,nearest_industrial_code,persistence_class,persistence_days,behavior_class,behavior_cat,firetype_class,firetype_cat,lat,lon
10,0.408,0.672,0.504,0.32,-1,-1,2.81,2.81,0.1,0,2.81,2.81,0,1,100,5.49,100,30.29,100,30.41,1,0,1,0,forest,3,wildfire,12.27,77
10,0.446,0.752,0.488,0.296,0.18,0.104,1.44,1.44,0.1,0,1.44,1.44,0,1,100,1.48,100,14.95,100,24.01,1,0,1,0,forest,0,industrial_fire,12.31,76.84
50,0.559,0.568,0.4,0.216,0.216,0.148,4.96,7.06,0.2,-4.2,4.96,7.06,-4.2,2,100,0.59,100,4.42,100,33.96,6,1,2,4,other,0,industrial_fire,12.84,79.94
40,0.552,0.672,0.488,0.288,0.236,0.148,3.78,3.78,0.1,0,3.78,3.78,0,1,100,3.81,100,5.99,100,100,6,0,1,3,crop,0,industrial_fire,12.95,79.28
20,0.415,0.776,0.68,0.408,0.2,0.104,4.44,4.44,0.1,0,4.44,4.44,0,1,100,13.24,100,10.05,100,100,3,0,1,2,shrubland,3,wildfire,13.09,78.8
40,0.761,0.56,0.4,0.192,0.32,0.22,3.09,3.09,0.1,0,3.09,3.09,0,1,100,6.78,100,7.3,100,100,1,0,1,3,crop,1,agricultural_burn,13.97,78.23
20,0.809,0.4,0.256,0.152,0.38,0.288,3.71,3.71,0.1,0,3.71,3.71,0,1,100,2.6,100,8.82,100,100,1,0,1,2,shrubland,0,industrial_fire,14.16,77.24
10,0.59,0.64,0.52,0.368,0.284,0.188,3.12,3.12,0.1,0,3.12,3.12,0,1,100,6.43,100,5.75,100,100,3,0,1,0,forest,3,wildfire,14.24,79.66
20,0.65,0.416,0.264,0.184,0.256,0.2,4.52,4.52,0.1,0,4.52,4.52,0,1,100,8.53,100,20.12,100,100,6,0,1,2,shrubland,3,wildfire,15,77
80,0.562,0.528,0.36,0.248,0.228,0.14,5.67,5.67,0.1,0,5.67,5.67,0,1,100,12.32,100,100,100,100,1,0,1,4,other,,unknown,15.02,79.75
60,0.598,0.144,0.064,0.032,0.176,0.156,3.54,5.5,0.2,3.92,3.54,5.5,3.92,2,100,1.62,100,2.4,100,100,6,1,2,4,other,0,industrial_fire,15.18,76.68
40,0.631,0.68,0.336,0.168,0.24,0.172,1.86,1.86,0.1,0,1.86,1.86,0,1,100,1.26,100,35.48,100,100,1,0,1,3,crop,0,industrial_fire,15.44,76.98
40,0.804,0.552,0.32,0.16,0.344,0.26,4.12,4.12,0.1,0,4.12,4.12,0,1,100,3.52,100,21.53,100,100,1,0,1,3,crop,0,industrial_fire,15.75,77.79
30,0.754,0.376,0.176,-0.328,0.252,0.188,2.89,2.89,0.1,0,2.89,2.89,0,1,100,11.53,100,33.51,100,100,1,0,1,1,grassland,3,wildfire,15.98,78.41
40,0.672,0.616,0.304,0.16,0.26,0.192,3.84,3.84,0.1,0,3.84,3.84,0,1,100,1.92,100,38.55,100,100,6,0,1,3,crop,0,industrial_fire,16.01,77.05
40,0.694,0.656,0.384,0.208,0.288,0.2,2.33,2.33,0.1,0,2.33,2.33,0,1,100,12.59,100,41.16,100,100,1,0,1,3,crop,1,agricultural_burn,16.84,79.17
40,0.478,0.672,0.488,0.256,0.184,0.124,3.21,3.21,0.1,0,3.21,3.21,0,1,100,12.3,100,7.75,100,100,6,0,1,3,crop,1,agricultural_burn,20,74.01
10,0.612,0.264,0.12,0.056,0.192,0.16,5.28,5.28,0.1,0,5.28,5.28,0,1,25.27,4.27,100,0.35,100,100,3,0,1,0,forest,2,mining_activity,21.75,83.85
50,0.485,0.312,0.168,0.088,0.132,0.108,2.84,2.84,0.1,0,2.84,2.84,0,1,100,0.45,100,26.33,100,100,1,0,1,4,other,0,industrial_fire,21.92,83.35
40,0.665,0.616,0.28,0.184,0.264,0.188,8.21,8.21,0.1,0,8.21,8.21,0,1,100,13.46,100,0.61,100,100,3,0,1,3,crop,2,mining_activity,22.36,82.3
80,0.497,0.112,0.072,0.032,0.12,0.096,2.98,6.26,0.3,4.93,1.34,1.57,-0.47,3,100,0.99,100,16.84,100,100,1,1,3,4,other,0,industrial_fire,22.93,70.11
40,0.576,0.744,0.416,0.176,0.212,0.152,1.43,1.43,0.1,0,1.43,1.43,0,1,100,4.57,100,100,100,100,1,0,1,3,crop,1,agricultural_burn,29.76,72.59
40,0.569,0.704,0.408,0.176,0.208,0.148,3.2,3.2,0.1,0,3.2,3.2,0,1,100,13.12,100,100,100,100,1,0,1,3,crop,1,agricultural_burn,29.76,71.19
40,0.629,0.68,0.352,0.136,0.228,0.172,4.79,4.79,0.1,0,4.79,4.79,0,1,100,3.52,100,100,100,100,1,0,1,3,crop,0,industrial_fire,29.77,72.26
40,0.607,0.728,0.384,0.136,0.216,0.156,12.85,12.85,0.1,0,12.85,12.85,0,1,100,13.07,100,100,100,100,1,0,1,3,crop,1,agricultural_burn,29.91,72.08
40,0.583,0.792,0.392,0.128,0.2,0.14,3.13,3.13,0.1,0,3.13,3.13,0,1,100,6.79,100,100,100,100,1,0,1,3,crop,1,agricultural_burn,29.94,72.99
40,0.607,0.712,0.384,0.112,0.208,0.148,3.11,3.11,0.1,0,3.11,3.11,0,1,100,7.03,100,100,100,100,1,0,1,3,crop,1,agricultural_burn,29.95,72.6
40,0.607,0.728,0.384,0.112,0.208,0.152,3.11,3.11,0.1,0,3.11,3.11,0,1,100,7.94,100,100,100,100,1,0,1,3,crop,1,agricultural_burn,29.96,72.6
30,0.605,0.672,0.384,0.152,0.22,0.156,6.61,6.61,0.1,0,6.61,6.61,0,1,100,14.18,100,100,100,100,1,0,1,1,grassland,3,wildfire,30.08,71.97
40,0.59,0.72,0.4,0.152,0.212,0.152,2.54,2.54,0.1,0,2.54,2.54,0,1,100,1.37,100,100,100,100,1,0,1,3,crop,0,industrial_fire,30.34,73.03
40,0.586,0.792,0.424,0.136,0.204,0.14,3.06,3.06,0.1,0,3.06,3.06,0,1,100,9.45,100,100,100,100,1,0,1,3,crop,1,agricultural_burn,30.36,73.66
40,0.554,0.712,0.416,0.176,0.2,0.136,1.28,1.28,0.1,0,1.28,1.28,0,1,100,6.36,100,100,100,100,1,0,1,3,crop,1,agricultural_burn,30.51,72.14
-1,0.593,0.656,0.416,0.184,0.224,0.156,2.47,2.47,0.1,0,2.47,2.47,0,1,100,41.04,100,100,100,100,1,0,1,4,other,,unknown,30.54,71.69
-1,0.535,0.672,0.432,0.208,0.2,0.132,2.38,2.38,0.1,0,2.38,2.38,0,1,100,21.12,100,100,100,100,1,0,1,4,other,,unknown,30.71,71.9
10,0.49,0.608,0.368,0.184,-1,-1,3.08,3.08,0.1,0,3.08,3.08,0,1,100,11.07,100,100,100,100,1,0,1,0,forest,3,wildfire,31.3,72.22
40,0.576,0.752,0.384,0.104,0.188,0.116,3.52,3.52,0.1,0,3.52,3.52,0,1,100,2.69,100,100,100,100,1,0,1,3,crop,0,industrial_fire,31.77,74.16
10,0.773,0.312,0.16,0.112,0.3,0.26,10.89,10.89,0.1,0,10.89,10.89,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,31.98,70.33
20,0.761,0.36,0.176,0.12,0.296,0.252,6,6,0.1,0,6,6,0,1,100,21.14,100,36.87,100,100,6,0,1,2,shrubland,3,wildfire,32.79,72.26
50,0.691,0.28,0.184,0.128,0.26,0.232,2.76,2.76,0.1,0,2.76,2.76,0,1,10.55,0.75,100,17.78,100,100,6,0,1,4,other,0,industrial_fire,33.63,73.02
60,0.852,0.136,0.088,0.064,0.328,0.28,0.89,0.89,0.1,0,0.89,0.89,0,1,100,100,100,100,100,100,-1,0,1,4,other,1,agricultural_burn,30.07,96.98
30,0.586,0.824,0.68,0.256,0.244,0.132,1.76,1.76,0.1,0,1.76,1.76,0,1,100,100,100,100,100,100,-1,0,1,1,grassland,3,wildfire,20.87,96.39
80,0.61,0.152,0.032,-0.056,0.172,0.148,2.19,2.19,0.1,0,2.19,2.19,0,1,100,5.41,100,1.1,100,100,3,0,1,4,other,2,mining_activity,20.96,85.17
10,0.624,0.24,0.056,-0.008,0.18,0.148,3.1,3.1,0.1,0,3.1,3.1,0,1,100,5.26,100,0.9,100,100,3,0,1,0,forest,2,mining_activity,20.97,85.18
30,0.646,0.544,0.304,0.168,0.248,0.188,2.12,2.12,0.1,0,2.12,2.12,0,1,30.95,2.93,100,0.62,26.76,100,6,0,1,1,grassland,0,industrial_fire,21.58,96.23
10,0.449,0.752,0.528,0.304,0.184,0.116,2.17,2.17,0.1,0,2.17,2.17,0,1,24.78,0.94,100,7.19,100,11.67,6,0,1,0,forest,0,industrial_fire,22.48,91.73
30,0.526,0.56,0.4,0.224,0.2,0.12,1.85,1.85,0.1,0,1.85,1.85,0,1,100,3.12,100,25.22,100,100,1,0,1,1,grassland,0,industrial_fire,20.76,85.3
30,0.547,0.56,0.416,0.224,0.212,0.128,2.11,2.11,0.1,0,2.11,2.11,0,1,100,3.92,100,24.57,100,100,1,0,1,1,grassland,0,industrial_fire,20.76,85.29
10,0.528,0.584,0.376,0.112,0.164,0.1,2.09,2.09,0.1,0,2.09,2.09,0,1,100,0.7,100,18.51,100,100,1,0,1,0,forest,0,industrial_fire,20.8,85.25
50,0.578,0.512,0.28,0.112,0.192,0.144,1.68,2.44,0.3,-0.16,1.73,2.44,1.42,3,100,1.83,100,100,100,100,1,1,3,4,other,0,industrial_fire,32.09,74.16
50,0.61,0.08,0.032,-0.04,0.172,0.164,1.58,1.58,0.1,0,1.58,1.58,0,1,100,0.53,100,100,100,100,1,0,1,4,other,0,industrial_fire,32.13,74.18
50,0.71,0.456,0.24,0.144,0.276,0.216,2.07,2.12,0.2,-0.1,2.07,2.12,-0.1,2,100,0.4,100,2.91,100,100,1,1,2,4,other,0,industrial_fire,32.64,72.98
60,0.84,0.104,0.08,0.048,0.316,0.304,1.73,1.73,0.1,0,1.73,1.73,0,1,100,100,100,100,100,100,-1,0,1,4,other,1,agricultural_burn,32.66,70.47
60,0.631,0.2,0.12,0.072,0.208,0.18,1.12,1.12,0.1,0,1.12,1.12,0,1,100,19.02,100,47.69,100,100,1,0,1,4,other,1,agricultural_burn,33.9,71.92
40,0.49,0.704,0.464,0.176,0.164,0.1,1.9,1.9,0.1,0,1.9,1.9,0,1,100,3.46,100,8.58,100,100,1,0,1,3,crop,0,industrial_fire,23.62,86.79
40,0.71,0.56,0.328,0.192,0.292,0.224,1.69,1.69,0.1,0,1.69,1.69,0,1,100,1.97,100,32.52,100,100,6,0,1,3,crop,0,industrial_fire,23.93,72.36
60,0.598,0.544,0.312,0.152,0.216,0.156,1.08,1.23,0.2,-0.3,1.08,1.23,-0.3,2,100,0.49,100,17.74,100,100,1,1,2,4,other,0,industrial_fire,26.76,83.2
60,0.842,0.288,0.152,0.096,0.404,0.348,1.1,1.1,0.1,0,1.1,1.1,0,1,100,6.88,100,1.05,100,100,3,0,1,4,other,2,mining_activity,26.93,73.47
50,0.535,0.12,0.072,0.016,0.136,0.12,1.56,1.56,0.1,0,1.56,1.56,0,1,15.53,0.76,100,7.51,23.11,100,1,0,1,4,other,0,industrial_fire,18.68,73.04
80,0.451,0.424,0.216,0.12,0.124,0.076,1.53,1.56,0.2,0.06,1.53,1.56,0.06,2,16.08,1.49,100,8.43,22.58,100,1,1,2,4,other,0,industrial_fire,18.68,73.03
60,0.514,0.12,0.072,0.016,0.124,0.104,0.74,0.74,0.1,0,0.74,0.74,0,1,17.02,0.97,100,7.97,21.61,100,1,0,1,4,other,0,industrial_fire,18.69,73.03
40,0.617,0.592,0.336,0.168,0.232,0.164,2.58,2.58,0.1,0,2.58,2.58,0,1,100,16.68,100,3.4,100,100,3,0,1,3,crop,2,mining_activity,18.96,73.94
40,0.514,0.544,0.352,0.184,0.18,0.12,1.07,1.07,0.1,0,1.07,1.07,0,1,100,1.53,100,20.92,100,100,1,0,1,3,crop,0,industrial_fire,20.78,85.26
50,0.552,0.16,0.064,0,0.14,0.12,1.07,1.07,0.1,0,1.07,1.07,0,1,100,0.58,100,20.02,100,100,1,0,1,4,other,0,industrial_fire,20.79,85.26
50,0.552,0.176,0.08,0,0.14,0.112,1.25,1.25,0.1,0,1.25,1.25,0,1,100,0.75,100,19.14,100,100,6,0,1,4,other,0,industrial_fire,20.8,85.26
50,0.523,0.472,0.28,0.096,0.156,0.1,2.64,2.64,0.1,0,2.64,2.64,0,1,100,0.76,100,18.29,100,100,6,0,1,4,other,0,industrial_fire,20.81,85.26
50,0.602,0.144,0.088,0.048,0.184,0.156,1.49,1.49,0.1,0,1.49,1.49,0,1,2.32,1.35,100,7.01,0.28,100,6,0,1,4,other,0,industrial_fire,22.32,69.88
20,0.739,0.336,0.168,0.096,0.276,0.224,1.71,2.63,0.2,1.84,1.71,2.63,1.84,2,100,0.66,100,21.76,100,100,6,1,2,2,shrubland,0,industrial_fire,22.42,69.04
20,0.643,0.456,0.176,0.088,0.22,0.18,1.62,1.62,0.1,0,1.62,1.62,0,1,100,0.64,100,20.74,100,100,1,0,1,2,shrubland,0,industrial_fire,23.31,70.49
40,0.737,0.52,0.168,0.088,0.272,0.228,1.21,1.21,0.1,0,1.21,1.21,0,1,100,0.31,100,19.77,100,100,1,0,1,3,crop,0,industrial_fire,23.32,70.49
40,0.614,0.464,0.304,0.16,0.228,0.156,0.91,0.91,0.1,0,0.91,0.91,0,1,100,0.67,100,24.99,100,100,1,0,1,3,crop,0,industrial_fire,13.72,79.62
10,0.358,0.752,0.664,0.456,0.184,0.104,1.27,1.27,0.1,0,1.27,1.27,0,1,100,12.99,100,20.78,100,100,1,0,1,0,forest,3,wildfire,13.85,79.25
50,0.511,0.16,0.064,0.032,0.128,0.124,1.14,1.14,0.1,0,1.14,1.14,0,1,100,1.41,100,1.96,100,100,6,0,1,4,other,0,industrial_fire,15.17,76.66
60,0.533,0.192,0.104,0.032,0.14,0.124,1.55,1.55,0.1,0,1.55,1.55,0,1,100,1.98,100,2.88,100,100,6,0,1,4,other,0,industrial_fire,15.17,76.65
60,0.658,0.584,0.256,0.136,0.244,0.188,0.8,0.8,0.1,0,0.8,0.8,0,1,100,0.97,100,3.39,100,100,6,0,1,4,other,0,industrial_fire,15.3,76.22
30,0.389,-1,-1,-1,0.216,0.172,0.78,0.78,0.1,0,0.78,0.78,0,1,100,0.57,100,2.54,100,100,1,0,1,1,grassland,0,industrial_fire,15.33,76.25
10,0.61,0.344,0.248,0.144,0.22,0.18,4.91,4.91,0.1,0,4.91,4.91,0,1,100,2.96,100,100,100,45.48,6,0,1,0,forest,0,industrial_fire,24,90.31
10,0.382,0.784,0.68,0.512,0.216,0.112,4.66,4.66,0.1,0,4.66,4.66,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,7.58,80.85
40,0.598,0.736,0.336,0.152,0.216,0.14,2.22,2.22,0.1,0,2.22,2.22,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,7.69,81.61
30,0.271,0.848,0.784,0.624,0.192,0.088,4.18,4.18,0.1,0,4.18,4.18,0,1,100,100,100,100,100,100,-1,0,1,1,grassland,3,wildfire,7.78,80.72
10,0.626,0.704,0.512,0.344,0.296,0.184,10.06,10.06,0.1,0,10.06,10.06,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,7.78,81.41
10,0.67,0.688,0.496,0.32,0.312,0.196,2.58,2.58,0.1,0,2.58,2.58,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,7.78,81.42
40,0.547,0.776,0.344,0.128,0.18,0.112,7.89,7.89,0.1,0,7.89,7.89,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,7.79,81.56
40,0.581,0.768,0.432,0.264,0.244,0.16,3.48,3.48,0.1,0,3.48,3.48,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,7.89,81.43
40,0.66,0.736,0.432,0.288,0.296,0.196,9.96,9.96,0.1,0,9.96,9.96,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,7.91,81.44
10,0.566,0.72,0.448,0.264,0.236,0.148,3.47,3.47,0.1,0,3.47,3.47,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,7.93,81.38
30,0.49,0.808,0.656,0.488,0.268,0.148,2.31,2.31,0.1,0,2.31,2.31,0,1,100,100,100,100,100,100,-1,0,1,1,grassland,3,wildfire,7.99,81.45
40,0.466,0.76,0.544,0.312,0.196,0.116,2.58,2.58,0.1,0,2.58,2.58,0,1,100,14.64,100,11.47,100,100,6,0,1,3,crop,1,agricultural_burn,8,80.38
10,0.317,0.808,0.728,0.56,0.196,0.1,5.76,5.76,0.1,0,5.76,5.76,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,8.08,81.35
30,0.54,0.736,0.536,0.368,0.256,0.156,2.35,2.35,0.1,0,2.35,2.35,0,1,100,100,100,100,100,100,-1,0,1,1,grassland,3,wildfire,8.13,81.33
40,0.566,0.736,0.424,0.264,0.236,0.152,5.7,5.7,0.1,0,5.7,5.7,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,8.15,81.33
10,0.422,0.792,0.648,0.552,0.252,0.148,5.72,5.72,0.1,0,5.72,5.72,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,8.16,81.32
40,0.497,0.752,0.52,0.392,0.24,0.148,2.18,2.18,0.1,0,2.18,2.18,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,8.16,81.33
10,0.226,0.872,0.8,0.688,0.188,0.088,3.74,3.74,0.1,0,3.74,3.74,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,8.19,81.22
50,0.377,0.784,0.648,0.496,0.208,0.12,3.16,3.16,0.1,0,3.16,3.16,0,1,100,21.17,100,31.76,100,100,6,0,1,4,other,,unknown,8.37,80.51
10,0.348,0.808,0.696,0.496,0.192,0.1,9.27,9.27,0.1,0,9.27,9.27,0,1,100,100,100,30.87,100,100,3,0,1,0,forest,3,wildfire,8.9,80.48
40,0.586,0.656,0.272,0.136,0.204,0.156,2.82,2.82,0.1,0,2.82,2.82,0,1,100,0.54,100,6.39,100,100,1,0,1,3,crop,0,industrial_fire,8.95,77.91
40,0.586,0.544,0.32,0.16,0.212,0.16,5.56,5.56,0.1,0,5.56,5.56,0,1,100,4.92,100,20.95,100,100,6,0,1,3,crop,1,agricultural_burn,9.13,77.85
20,0.59,0.664,0.344,0.2,0.228,0.172,8.89,8.89,0.1,0,8.89,8.89,0,1,100,4.84,100,9.13,100,100,1,0,1,2,shrubland,3,wildfire,9.24,77.81
40,0.624,0.632,0.352,0.192,0.244,0.176,10.83,10.83,0.1,0,10.83,10.83,0,1,100,3.54,100,20.63,100,100,1,0,1,3,crop,0,industrial_fire,9.27,77.95
40,0.595,0.696,0.368,0.168,0.22,0.152,3.08,3.08,0.1,0,3.08,3.08,0,1,100,18.07,100,28.77,100,100,6,0,1,3,crop,1,agricultural_burn,9.45,80.49
40,0.538,0.728,0.384,0.168,0.188,0.12,0.91,0.91,0.1,0,0.91,0.91,0,1,100,15.66,100,27.43,100,100,6,0,1,3,crop,1,agricultural_burn,9.46,80.47
30,0.598,0.56,0.376,0.224,0.24,0.172,6.26,6.26,0.1,0,6.26,6.26,0,1,100,1.23,100,14.22,100,100,1,0,1,1,grassland,0,industrial_fire,9.83,77.77
20,0.617,0.584,0.384,0.288,0.272,0.18,2.2,2.2,0.1,0,2.2,2.2,0,1,100,8.53,100,18.76,100,100,1,0,1,2,shrubland,3,wildfire,9.94,78.59
50,0.703,0.624,0.384,0.216,0.296,0.22,4.86,4.86,0.1,0,4.86,4.86,0,1,4.8,4.55,100,4.33,100,100,6,0,1,4,other,0,industrial_fire,11.03,77.59
10,0.252,0.84,0.776,0.608,0.176,0.084,6.34,6.34,0.1,0,6.34,6.34,0,1,100,12.38,100,18.62,100,100,6,0,1,0,forest,3,wildfire,11.7,78.6
10,0.559,0.696,0.504,0.336,0.256,0.16,2.33,2.33,0.1,0,2.33,2.33,0,1,100,3.17,100,17.23,100,100,6,0,1,0,forest,0,industrial_fire,12.06,79.85
80,0.482,0.704,0.536,0.32,0.208,0.124,9.48,9.48,0.1,0,9.48,9.48,0,1,39.21,16.7,35.14,31.61,100,100,1,0,1,4,other,,unknown,12.09,77.76
10,0.528,0.688,0.448,0.256,0.212,0.132,2.8,2.8,0.1,0,2.8,2.8,0,1,100,6.63,100,4.54,100,100,3,0,1,0,forest,3,wildfire,12.2,79.72
40,0.506,0.704,0.472,0.28,0.208,0.132,3.56,3.56,0.1,0,3.56,3.56,0,1,100,2.87,100,34.97,100,100,1,0,1,3,crop,0,industrial_fire,12.3,78.82
40,0.578,0.672,0.448,0.304,0.256,0.16,3.1,3.1,0.1,0,3.1,3.1,0,1,100,9.28,100,8.06,100,100,3,0,1,3,crop,1,agricultural_burn,15.81,79.74
40,0.533,0.472,0.28,0.152,0.18,0.128,8.72,8.72,0.1,0,8.72,8.72,0,1,100,2.65,100,100,100,100,1,0,1,3,crop,0,industrial_fire,17.36,75.2
60,0.509,0.616,0.336,0.096,0.148,0.104,2.79,2.85,0.2,0.12,2.79,2.85,0.12,2,100,0.41,100,4.27,100,100,1,1,2,4,other,0,industrial_fire,22.8,86.09
10,0.514,0.56,0.368,0.16,0.172,0.12,6.96,11.97,0.2,10.02,6.96,11.97,10.02,2,100,0.66,100,19.41,100,100,1,1,2,0,forest,0,industrial_fire,20.79,85.25
60,0.619,0.336,0.12,0.008,0.18,0.148,9.71,9.71,0.1,0,9.71,9.71,0,1,100,3.76,100,1.02,100,100,3,0,1,4,other,0,industrial_fire,20.96,85.19
60,0.871,0.12,0.08,0.048,0.416,0.396,6.8,6.8,0.1,0,6.8,6.8,0,1,100,26.72,100,49.5,100,100,1,0,1,4,other,1,agricultural_burn,26.63,70.39
10,0.586,0.504,0.344,0.28,0.252,0.184,5,5,0.1,0,5,5,0,1,100,39.87,100,100,100,100,6,0,1,0,forest,3,wildfire,27.73,68.74
10,0.48,0.52,0.424,0.336,0.212,0.14,5,5,0.1,0,5,5,0,1,100,40.84,100,100,100,100,6,0,1,0,forest,3,wildfire,27.73,68.73
10,0.442,0.712,0.552,0.328,0.188,0.112,7.28,7.28,0.1,0,7.28,7.28,0,1,100,8.3,100,3.99,100,100,3,0,1,0,forest,2,mining_activity,31.07,74.01
10,0.516,0.68,0.408,0.216,0.192,0.14,7.07,7.07,0.1,0,7.07,7.07,0,1,100,5.85,100,20.95,100,100,6,0,1,0,forest,3,wildfire,31.58,75.89
30,0.778,0.208,0.128,0.104,0.3,0.252,1.68,1.68,0.1,0,1.68,1.68,0,1,100,100,100,100,100,100,-1,0,1,1,grassland,3,wildfire,35.53,68.24
40,0.461,0.528,0.24,0.056,0.108,0.068,4.29,4.29,0.1,0,4.29,4.29,0,1,100,10.25,100,6.68,100,100,6,0,1,3,crop,1,agricultural_burn,25.02,92.04
10,0.55,0.408,0.24,0.16,0.192,0.148,2.08,2.18,0.2,0.2,2.08,2.18,0.2,2,0.84,0.47,100,100,100,100,1,1,2,0,forest,0,industrial_fire,29.46,76.87
50,0.708,0.464,0.248,0.088,0.256,0.212,15.45,15.45,0.1,0,15.45,15.45,0,1,0.93,2.21,100,100,100,100,0,0,1,4,other,0,industrial_fire,29.91,74.95
40,0.667,0.752,0.416,0.096,0.236,0.164,15.45,15.45,0.1,0,15.45,15.45,0,1,1.49,2.38,100,100,100,100,0,0,1,3,crop,0,industrial_fire,29.91,74.94
50,0.624,0.176,0.12,0.024,0.188,0.16,1.04,1.04,0.1,0,1.04,1.04,0,1,100,0.57,100,100,100,100,1,0,1,4,other,0,industrial_fire,32.1,74.18
30,0.667,0.328,0.216,0.168,0.26,0.216,1.65,1.65,0.1,0,1.65,1.65,0,1,100,100,100,100,100,100,-1,0,1,1,grassland,3,wildfire,35.78,71.34
60,0.71,0.304,0.128,0.096,0.26,0.232,1.35,1.62,0.2,-0.54,1.35,1.62,-0.54,2,100,100,100,100,100,100,-1,1,2,4,other,1,agricultural_burn,35.97,68.68
60,0.511,0.216,0.12,0.056,0.136,0.1,0.95,0.95,0.1,0,0.95,0.95,0,1,1.67,0.85,100,100,100,100,1,0,1,4,other,0,industrial_fire,21.11,72.63
60,0.526,0.552,0.344,0.128,0.168,0.116,2.15,3.38,0.4,-0.32,1.65,2.36,1.42,4,100,0.62,100,100,100,100,1,2,4,4,other,0,industrial_fire,22.36,87.3
40,0.653,0.32,0.208,0.144,0.244,0.2,1.73,1.73,0.1,0,1.73,1.73,0,1,100,0.46,100,6.62,100,100,1,0,1,3,crop,0,industrial_fire,23.12,70.08
10,0.516,0.648,0.344,0.144,0.168,0.112,0.31,0.31,0.1,0,0.31,0.31,0,1,100,4.63,100,2.33,100,100,3,0,1,0,forest,2,mining_activity,23.56,87.08
40,0.614,0.536,0.384,0.232,0.252,0.18,1.67,1.67,0.1,0,1.67,1.67,0,1,30.57,1.14,100,17.52,100,40.88,6,0,1,3,crop,0,industrial_fire,13.39,80.1
10,0.374,0.712,0.6,0.416,0.18,0.108,1.24,1.24,0.1,0,1.24,1.24,0,1,100,14.04,100,20.67,100,100,1,0,1,0,forest,3,wildfire,13.83,79.26
30,0.468,0.544,0.352,0.176,0.152,0.112,1.05,1.21,0.2,0.32,1.05,1.21,0.32,2,100,0.34,100,4.33,100,100,1,1,2,1,grassland,0,industrial_fire,15.17,76.38
50,0.545,0.192,0.104,0.048,0.152,0.144,2.47,2.47,0.1,0,2.47,2.47,0,1,100,1.55,100,1.3,100,100,6,0,1,4,other,0,industrial_fire,15.17,76.67
20,0.602,0.456,0.248,0.096,0.2,0.156,1.07,1.07,0.1,0,1.07,1.07,0,1,100,3.11,100,1.96,100,100,3,0,1,2,shrubland,0,industrial_fire,15.17,76.69
50,0.511,0.128,0.064,0.032,0.128,0.124,1.44,1.57,0.2,-0.27,1.44,1.57,-0.27,2,100,1.43,100,3.5,100,100,6,1,2,4,other,0,industrial_fire,15.18,76.65
10,0.502,0.552,0.336,0.144,0.16,0.124,1.07,1.15,0.2,-0.17,1.07,1.15,-0.17,2,100,0.98,100,1.73,100,100,6,1,2,0,forest,0,industrial_fire,15.33,76.28
20,0.598,0.656,0.432,0.248,0.248,0.156,1.41,1.41,0.1,0,1.41,1.41,0,1,100,7.29,100,8.38,100,100,1,0,1,2,shrubland,3,wildfire,15.84,79.77
40,0.617,0.616,0.384,0.216,0.248,0.164,1.2,1.2,0.1,0,1.2,1.2,0,1,100,7.12,100,9.03,100,100,1,0,1,3,crop,1,agricultural_burn,15.85,79.78
30,0.631,0.528,0.176,-0.256,0.184,0.116,2.6,2.6,0.1,0,2.6,2.6,0,1,100,4.77,100,27.53,100,100,1,0,1,1,grassland,3,wildfire,15.93,78.26
40,0.538,0.56,0.368,0.192,0.196,0.136,1.22,1.22,0.1,0,1.22,1.22,0,1,100,3.32,100,15.3,100,100,6,0,1,3,crop,0,industrial_fire,16.65,74.31
50,0.59,0.56,0.296,0.128,0.204,0.152,0.9,0.9,0.1,0,0.9,0.9,0,1,100,0.26,100,3.95,100,39.47,1,0,1,4,other,0,industrial_fire,17.37,77.45
10,0.629,0.36,0.248,0.16,0.236,0.176,1.53,1.53,0.1,0,1.53,1.53,0,1,100,7.8,100,0.63,100,100,3,0,1,0,forest,2,mining_activity,17.46,80.65
